,date,isEdited,developerResponse,review,rating,title,userName,app
14,2020-10-21 07:18:59,True,"{'id': 18608021, 'body': ""Hi Rkp612 , we're sorry to hear your feedback and we want to take a closer look at this for you. Please reach out to us via the Help Centre or the social media platforms so we can connect.\r Thank you!\n"", 'modified': '2020-10-21T07:18:59Z'}","Scammers. Don’t use their service. They don’t care about the service provided or customer satisfaction. Will use every trick in the book to cheat you off your money.

Context: I ordered food and they forgot to deliver 1 item, rest of the items were not edible since the drink spilt inside the cover and the remaining food was soaked in it. They claimed they cannot refund since “some” food was delivered. Clearly all they care is whether the food was delivered or not!! Doesn’t matter if it’s the correct order or if it’s even in a state to consume. What’s the point of delivering something I cannot consume?

The attitude of the customer care representative was so poor he didn’t even care to understand the problem. He let repeating the same sentence like a robot. I mean, the least you could do is understand where it went wrong? Grab thinks they are untouchable given their market share. Well, bigger they are the harder they fall.

Update: I contacted the customer care team and no use. Already lost my money. They said they won’t refund even though the food was not edible! The team is a complete joke. Truly appalling and sad. I’m not asking for empathy, but the bare minimum is sympathy.

And now they reply with the same robotic reply like every other time. What’s the point of contacting you if you’re not ready to listen to the customer? Wasting my time with these useless replies.",1,Horrible customer support. Don’t recommend,Rkp612,GrabFood
15,2020-09-01 08:22:11,False,"{'id': 17658866, 'body': ""This doesn't seem right. We want to take a closer look at this for you. Please reach out to us via the Help Centre or the social media platforms so we can connect.\r\n"", 'modified': '2020-09-03T01:06:18Z'}","I had an unauthorised transaction with Grab Food and I lodged a Police Report right away. The way they are handling the incident is so terrible.
 I also haven’t  even received any updates from them, though they will always tell they will give me an update. I had to give them a call all time asking for an update and the customer service is very poor. They even told tell me that they found out that the booking is coming from my phone and they’ll stop the investigation just like that. And they will not give me a refund to the meal that I’m not the one who ordered, to the meal that I didn’t even know!!
Guess they are thinking I’m just bluffing or something, they are not taking it seriously. It seems like they didn’t even bother that someone is using the Grab App of their customer. 
I’m so fed up right now, I’m switching now to Deliveroo, FoodPanda, ComfortDelGro, etc. I don’t want to make any transactions with them anymore.
Money is not easy to earn nowadays.",1,Very very horrible experience,Mfgarcia09876,GrabFood
16,2021-05-07 20:25:37,False,"{'id': 22723144, 'body': 'We are sorry to hear about your experience. Please reach out to us via the Help Centre or our social media platforms so that we can take a closer look at this. Thank you. ', 'modified': '2021-05-10T13:49:40Z'}","Grab charging unreasonable prices especially during peak hours. My usual fare to get home is $7.30 and for peak hours they charge up to $29 and above and what’s more when it’s not peak hours Drivers won’t pick us up cause they waiting for the fare to rise. I was in a rush to hospital and no one is picking me up as there’s quite a number of car on the map. Some cars stayed at the same spot for more than 30mins. 

Also there’s the part where drivers are not picking me up on the designated pickup area just cause they can’t find it and they ask us to come to them and while walking over to where they park, they charge me for the late fee. How ridiculous! This happened a few times already! 

Not sure if grab is doing anything about all this but the comments here are since Dec and it’s all the same reasons that everyone is going through.  Need to find a better car transportation service than grab.",1,"unreasonable price, wrong location, grab not resolving anything?",loorg64839,GrabFood
17,2021-02-09 15:36:56,False,"{'id': 20986516, 'body': ""Thank you for bringing this matter to our attention. We're very sorry we failed to meet your expectations. We aim to deliver your food in the fastest and easiest way possible. If there's no available driver around your area, you may cancel the order and try again later. Thank you! "", 'modified': '2021-02-11T01:28:23Z'}","If you wonder why you never get your food when you order from grab food, it is because grab will only find you a driver then put through an order at the restaurant. The estimated time you see on the app is when they finally place your order but the countdown doesn’t start if they can’t find you a driver. Most likely you will never get a driver and left waiting for 40 minutes where it will cancel your food order automatically. When you call the hotline to enquire, they will blame you for ordering at a particular restaurant which has no driver near by, even I tried to order from another branch from the same restaurant, I still didn’t get my food. Wasted 2 hours of my life waiting and wondering, at the end of the day I was asked to cancel my order and there was nothing they can do about it. We are also talking about a sgd$8 delivery fee. 

If you ever want to get your food, please do so with other delivery apps other than grab",1,Grab food is a joke,Solvie12,GrabFood
18,2020-09-21 14:21:24,True,"{'id': 17883638, 'body': 'We are sorry to hear about your experience. At times, there may be insufficient delivery-partners around your area which will result in an unsuccessful order. However, we are working to get more delivery-partners onboard so that we can cater to the demand. We hear your frustrations and will work on improving our services and the app. Thank you.', 'modified': '2020-09-21T14:21:24Z'}","Ordered with grabfood and waited for 1 WHOLE HOUR but unable to find a driver. In the end grab automatically canceled my order without any explanation or compensation. During that 1 hour of waiting I tried to contact customer support but the person is not helpful at all. I asked if there’s anywhere I can give feedback and report my issue he simply said no. Called hotline as well but no one picks up.

One suggestion on the delivery timing: pls implement some rules like if order arrived >20 mins later than the initial expected time, give discount on the delivery fee. Tbh the delivery fee for grab is the most expensive among all apps. Thought paying a higher fee means better service and more punctual delivery. Yet my order never arrives within 1 hour for the past months despite the initial estimation shows differently.",3,Grabfood service can be improved,Eveeve666,GrabFood
19,2020-11-19 12:58:05,False,"{'id': 19255041, 'body': ""We're sorry to hear about this. Please reach out to us via the Help Centre or our social media platforms so that we can investigate.\r\n"", 'modified': '2020-11-21T05:16:23Z'}","When booking is confirmed notifications are sent when driver are near or has arrived, even when switched to another app or the phone is locked. But when the driver canceled the booking while I am waiting, there is no notification sent. Shouldn’t it be mandatory you inform users via notifications when the ride is cancelled? So why you don’t send notification when drivers cancel ride? 
When I  want to feedback or complaint about “My driver didn't show up”, the fields in the forms only allows selections or statement pre-populated by Grab. And the selections are all putting the customers at faults. For example, only “Driver explained no-show reason” is available, how about I want to complaint a drive did not explain no-show reason? It is not available and it doesn’t allow free text. Making it impossible to feedback or complaint driver cancel without reasons.",1,Deceitful App Designs/Logic that prevent users to submit feedback or complaints,Sam3170,GrabFood
20,2021-03-05 16:12:38,False,"{'id': 21505537, 'body': 'Allow us to share that surge pricing is based on dynamic pricing which is dependent on the supply and demand at the point of booking. When there are more bookings and fewer drivers, prices are adjusted upwards to encourage more drivers to pick up the bookings. Prices are adjusted downwards when there are fewer bookings and more drivers. Hope this clarifies!\r\n', 'modified': '2021-03-08T07:10:23Z'}",Less 5 km is around $5. Cheating anyhow to charge to users $8.30 for just grabcar or taxi fares.. there is rules say example with small icons show which grabcar price. An navigator also problem putting users currently locations sea or somewhere jungle. February 2021 app big issue. Trying to remove app or reinstall still face the same issue. Call to operator don’t solve issues and they asking for ratings for customer services feedback. If you do not done to fix app issue still ask users for ratings 1 to 5 :1 is disappointed to 5 excellent.,5,The app anyhow cheating charge price by fix,RexHappy,GrabFood
21,2020-11-03 05:21:26,False,"{'id': 18921071, 'body': 'Thank you for your feedback and for letting us know about your user experience. We will feedback this to the relevant team for future improvements! ', 'modified': '2020-11-05T14:12:32Z'}","Seems like grabfood has a routing issue. Nowadays it is common for grab food to have grouped deliveries so when you order your meal, it’s very likely the delivery driver/rider will have to deliver food at another location “near you” and then get to you. Nowadays almost all of my food orders has to wait till the delivery driver delivers another elsewhere first.

The other issue is that there are some locations / times whereby grab is unable to find a driver or rider, hence the order gets delayed. Now this may be no fault of grabs, but waiting let’s say an addition 1/2 an hour to get a rider, and then waiting for the rider to drop off another order/ orders first will result in a very long wait for your food. By which point your food may be cold or congealed. Grab needs to find away to prioritise customers who have already been having their orders delayed or they will simply go to another platform.",2,Grabfood delivery issues,Hinnong,GrabFood
22,2021-01-23 23:47:45,True,"{'id': 19611378, 'body': 'We are sorry to hear about your experience. Please reach out to us via the Help Centre or our social media platforms so that we can take a closer look at this. Thank you.', 'modified': '2021-01-23T23:47:45Z'}","The current matching algorithm is too simple. 1. You should allow driver to see their own time window. For example, I planed to start at 7am. The app keep on noticing me someone wants to hitch at 8am. Do you think I will wait for 1hr to earn the $10?
2. The distance between my address and passenger address is measured by straight line. Please, I am driving airplane, I need judge base on the actual extra time consuming for the passenger. So either you provide the actual route distance or extra time I need to spent for the trip. It’s will be much easier for driver to make decisions 
3. Can you provide the setting for driver to set the range for above 2 information? I really don’t want to receive more than 50 passengers information but actually no one suitable for me. 
4. Can you allow driver to send message before taking the trip? Sometimes we want to negotiate the starting time with passengers. If passengers agree to start early or late by 10mins, I may take the hitch request otherwise I will skip. Else you can add in option for passengers whether they are flexible on the time.

Grab start to deduct 10% platform fee for quite long time. However, I didn’t see much improvement on the function. Hope you can make it better for both driver and passengers.",2,Grab hitch function need to be improved.,Camtycai,GrabFood
23,2020-12-31 11:11:12,False,"{'id': 20125566, 'body': 'We are sorry that we did not meet your expectations. Please reach out to us via the Help Centre or our social media platforms so that we can understand more and improve. Thank you.', 'modified': '2021-01-02T05:50:34Z'}","Been using grab for quite awhile, despite them keep on increasing the platform fees and price, I’m still sticking to it. Till today, I preordered my dinner early, like 6+ hrs early even with 1 hour buffer time for dinner, cause u know, it’s grab, 99% of the time they always late. 

And BOOM! The system cancelled my order 1 hour after its supposedly scheduled time, leaving us with no food and starving. Called customer services patiently expecting to find out what happened. Well, guess what? They just blame it to the system for auto cancelling the order, and repetitively said “please reorder from the restaurant, if the restaurant no longer avail (which they don’t) just find other options, nothing we can help”. I guess it’s just an everyday thing for them, to just blame the system and asked users to reorder, without any regards of fixing the system. 

Well, in the end we just ordered from DELIVEROO, which actually DELIVER!",1,Scheduled order your worse experience,Xilverm,GrabFood
24,2020-09-28 09:34:39,False,"{'id': 18206475, 'body': ""That doesn't sound right! Please reach out to us via the Help Centre or our social media platforms so that we can investigate.\r\n"", 'modified': '2020-10-01T01:48:46Z'}","Ordered GrabFood and the order did not arrive at all but reflected as completed job on Grab App. Charged already to me.
Try following to resolve:
1) Log case on App - Only get automatic email reply. In Contrast to Another App Deliveroo, I had similar problem of food failed being delivered, they immediately credited me with Deliveroo Credit on App. Fast, Easy and No Fuss

2) Call their Call Center - Tried 5x in a week - No one picks up. Super disappointed to the point I need to make it public on Facebook for shaming. The contact center is always always always unreachable. Picked up by Agent who is clearly not interested in what we experience, defensive that this is the way Grab is, not listening to what we say. 

3) Inconsistent Customer Service. First Agent said the  refund takes 3 working days. 2nd agent said 5 working days. Then my $4 Delivery Credit not taken into account - need to call again which is like Horror all over again to speak with unhelpful agents with no empathy and clearly lack of training.

Having been a Platinum Grab User, Grab is seriously disappointing in the way dealing with customers. I will gradually move out of Grab and switch to Deliveroo and Gojek for sure. The customer service is arrogant and gives the attitude of take it or leave it that everyone needs Grab.",1,"Horrible Customer Service - Not Listening, Slow and Unfair to Customers",Handi Tan,GrabFood
25,2020-11-04 05:33:57,False,"{'id': 18921108, 'body': 'Thank you for your feedback and for letting us know about your user experience. We will feedback this to the relevant team for their review.', 'modified': '2020-11-05T14:13:40Z'}","Overall satisfied with grab. I used to have a subscription cause I use grab quite frequently especially during the circuit breaker period and work required for us to use private hired vehicles. The very first subscription was the best ($4 off for a certain number if rides) cause it’s cheap, it includes transpo only and it really helped me save money. But it got cancelled automatically and each time I check the price for subscription gets higher. Not worth it to purchase.  I use grab less now because of this. Add to that the expensive delivery fee for food. I use other app now. There should be something for us frequent users that we can use.",4,More reasonably priced transpo only subscription plan,Peianne,GrabFood
26,2021-01-10 00:43:37,False,"{'id': 20391341, 'body': 'We always aim to deliver a great experience, and we are gutted when we don’t meet expectations. Thanks for taking the time to bring this to our attention. We will use the feedback to make us better. 🙏🏼', 'modified': '2021-01-14T05:45:39Z'}","Grab has gone from an acceptable source of transport to my absolute nightmare. I hardly ever manage to get a driver anymore. With ordering food, the delivery time just keeps getting pushed back and back until it’s no use anymore and the whole house is starving. Drivers cancel when they see where you want to go to. The app has stopped emailing me my receipts (which I need for work), and the helpdesk could only tell me I should just go online to download a summarized account instead of actually solving the problem. Leaving a bad review seems to only get you a copy-paste “please contact our helpdesk” answer. And a quick glance through reviews here shows that almost all reviews are negative lately, but their number is boosted with paid reviews. Idiots. I am this close to delete the app and never use it again.",1,The reviews are botched with bought ones,Athina08,GrabFood
27,2021-04-14 10:26:48,False,"{'id': 22326890, 'body': 'We are sorry to hear about your experience. Please reach out to us via the Help Centre or our social media platforms so that we can take a closer look at this. Thank you. ', 'modified': '2021-04-19T13:14:52Z'}","Grab, at first, seems great but then certain situations start arising that are just not acceptable:

1. I am platinum customer, use rides all the time: justgrab, premium and grab pets. But their algorithm for getting “nearest” car is not good, which means if you cancel and re-book, you often get a ride that’s closer. However, because I cancel and re-book they’ve suspended my account for 24 hours without any warning or notification! Had to call, and wait 15 minutes, to get informed this was the case. What a way to treat a high value customer! 

2. When ordering food, let’s say expensive pizzas from a fancy place, delivery person needs 4-5 other drop offs before yours - forget about warm food in those cases. And try to call them, they just tell you to cancel order but you’ve been waiting for the food for 1,5 hours so you eat it cold. 

3. Company not easy to contact at all, unless you’re willing to wait 15,20 or even 30 minutes to talk to someone about their services. Sure you can easily rate food, drivers etc. but not Grab and they certainly don’t seem to care about feedback. 

Switching to other services. Spent thousands in this app but hey, they probably couldn’t care less. Avoid if you can...",1,Taking my business elsewhere,MortenSingapore,GrabFood
28,2020-12-16 01:00:52,False,"{'id': 19841368, 'body': 'Thanks for taking the time to bring this to our attention. We always aim to deliver a great experience and we will use the feedback to make us better and to ensure this doesn’t happen again.', 'modified': '2020-12-18T01:52:02Z'}","I have been taking grab for quite some time, and grab always routes cars to inside the carpark, so I always have to leave a message for the drivers not to turn in, because it is very confusing for them as my block number is not clearly shown. 

But 9 out of 10 times, the drivers don’t read the messages, and they waste precious time turning in. This is very frustrating as it takes often up to 10 minutes to get a ride, and then another 5 mins for them to find their way out of the carpark. Please make sure that when drivers receive a message, a notification pops out, or route the cars to the side of the route!!! If not what is the point of the chat function!",3,Drivers don’t read messages,Hellobyebye12345678,GrabFood
29,2021-09-01 05:15:27,False,"{'id': 24870406, 'body': 'Thank you for taking the precious time to share your feedback with us! We will definitely take these into consideration for future promotional campaigns / and loyalty programs.', 'modified': '2021-09-02T12:03:26Z'}","I agree this covid period, deliveries is making everyone lives easier. Thanks to the delivery people, our children and I enjoy our meals without me having to step out. Especially the times when we are home quarantined. 
However subscription deals can be better thought out. We always need to spend $18 in order to enjoy the free delivery. However sometimes we just want to eat different things from different places. But it’s not possible to clock $18 for one person. Please consider lowering the minimum spending for subscription offers. I’m sure more people will be willing to buy the foodie packages if the minimum spending can be reduced.",4,Can be improved,D1T1light,GrabFood
